Lot size,Bedrooms,Bathrooms,Year built,Neighborhood,Distance to park,Distance to school,Distance to shopping,Floors,Garage capacity,HasPool,HasFireplace,HasDeck,HasBasement,Heating,Cooling,NumPrevOwner,Energy rating,Made,Price
3363,3,1,1974,Urban,1.844729766,6.457875406,2.450809231,1,2,YES,YES,NO,1,Electric,Wall,3,6,2005,490927
3432,3,2,1909,Urban,4.197827434,6.175708898,2.575604779,1,1,NO,YES,NO,0,Electric,Window,3,3,2009,491015
2984,4,1,1964,Urban,2.298299699,8.476579937,4.427951902,1,2,YES,YES,YES,1,Electric,Wall,3,7,2004,491353
2473,3,2,1947,Suburban,4.459770052,3.84414386,3.172092876,1,1,YES,YES,YES,1,Gas,Window,3,8,1993,491911
1896,3,1,1987,Suburban,1.981693462,4.088611307,5.432636324,1,0,NO,YES,NO,1,Oil,Central,3,6,2000,492295
2529,4,2,1941,Suburban,0.455359353,0.752332434,0.832909938,1,2,NO,YES,NO,0,Gas,Wall,3,7,2015,493144
3976,2,1,1998,Urban,4.063117278,5.134535026,3.541193007,2,2,YES,YES,YES,1,Electric,Window,3,1,2000,493523
2500,4,2,1943,Suburban,0.731996649,4.894235361,4.579866956,1,1,NO,YES,YES,0,Electric,Window,3,3,2014,493870
4643,4,2,1953,Suburban,0.35827797,4.699369368,0.116652847,1,0,YES,NO,YES,1,Electric,Central,3,5,2003,493942
4261,2,2,1939,Urban,1.205756457,4.578002429,4.660426853,2,0,YES,NO,NO,1,Gas,Central,3,4,2019,493975
4847,3,1,1942,Suburban,0.492310672,3.162309821,2.889467093,1,0,YES,YES,YES,1,Oil,Wall,3,4,2015,494463
4184,3,2,1963,Urban,3.808941541,3.396207445,3.511730964,1,1,NO,YES,NO,0,Gas,Window,3,8,1998,494493
2975,3,1,1938,Urban,4.080826922,3.145785365,2.33420013,1,2,NO,NO,NO,1,Electric,Central,3,7,2005,494620
3489,4,2,1995,Urban,3.288549483,7.947763717,2.948815154,2,0,NO,NO,YES,1,Electric,Wall,3,1,2004,494840
4514,4,2,1972,Suburban,0.898223007,2.073870108,2.346969425,1,1,NO,YES,NO,1,Electric,Central,3,3,1994,495192
4710,4,2,1985,Urban,4.847827546,1.793914536,2.536582429,2,0,NO,NO,YES,0,Gas,Central,3,9,2015,495257
4425,4,1,1959,Suburban,0.356431001,1.936707155,1.982788142,2,1,YES,YES,YES,1,Oil,Window,3,6,2007,495259
3790,4,1,1939,Suburban,1.319986806,4.264239345,1.079311133,2,1,YES,YES,YES,0,Gas,Central,3,3,1998,495340
2884,3,1,1961,Suburban,0.904925202,7.919659748,1.868066532,2,2,YES,YES,YES,1,Electric,Wall,3,7,2000,495342
3365,4,2,1963,Suburban,2.323848163,8.319476909,4.941206008,2,1,YES,NO,YES,0,Electric,Central,3,9,2017,495712
4306,2,1,1988,Suburban,2.639269747,6.192467472,4.131457796,2,0,YES,YES,YES,1,Electric,Central,3,2,2019,495919
3472,4,2,1959,Suburban,4.537352474,6.985335746,2.519223438,2,1,NO,NO,NO,0,Gas,Wall,3,7,2018,496122
4152,2,2,1921,Urban,3.628545534,9.140739022,1.995024085,2,1,YES,NO,NO,0,Oil,Central,3,7,1993,496275
2595,4,1,1933,Suburban,2.353715561,4.760547685,2.001706942,2,0,YES,YES,YES,0,Gas,Central,3,1,1990,496376
3703,4,1,1914,Urban,3.828929316,4.115631964,3.59903958,1,0,NO,YES,YES,1,Oil,Central,3,7,1993,496545
3502,4,2,1995,Suburban,2.90434441,3.34290631,1.630014228,1,2,NO,NO,YES,0,Gas,Window,3,4,2018,496700
4097,3,2,1971,Suburban,1.446054661,8.480691482,2.94303432,2,0,NO,NO,YES,1,Gas,Wall,3,6,2020,496809
3640,2,2,1953,Suburban,4.88479934,5.046222279,4.234879017,1,1,YES,NO,YES,1,Oil,Wall,3,7,2014,496928
2308,4,2,1991,Urban,0.571016673,8.228216276,3.077767469,2,0,NO,NO,YES,0,Oil,Wall,3,7,2000,497065
4190,2,1,1935,Suburban,4.228517057,5.959952604,3.302676893,2,2,YES,NO,YES,0,Oil,Window,3,5,2018,497099
4177,2,2,1983,Urban,3.849022299,4.751469806,2.054891134,2,2,NO,YES,YES,1,Oil,Wall,3,7,1995,497153
4719,2,2,1964,Suburban,2.462903629,0.930350012,3.239935278,2,2,NO,YES,YES,0,Oil,Central,3,6,2014,497790
2619,4,2,1935,Suburban,2.611623458,0.677142318,1.701835466,1,1,NO,YES,YES,0,Gas,Central,3,9,2007,497850
4324,3,2,1966,Urban,2.375316224,9.920958097,3.39108035,2,1,YES,NO,NO,0,Gas,Window,3,5,2019,498495
4462,3,2,1944,Suburban,2.686279331,1.683141126,2.838285684,1,2,YES,YES,YES,1,Electric,Wall,3,9,2008,498527
3808,4,1,1903,Suburban,1.237185032,2.966028865,1.313242235,2,1,NO,NO,YES,0,Gas,Wall,3,2,1996,498552
4675,3,2,1983,Suburban,1.845350323,5.466130116,0.39942498,1,1,YES,YES,YES,0,Gas,Wall,3,3,1993,498838
2153,4,2,1998,Suburban,4.272532142,1.916233059,2.743841557,2,2,YES,YES,YES,1,Oil,Window,3,2,2018,498877
3191,4,2,1978,Suburban,4.351843449,4.468615934,2.740347592,1,0,NO,NO,YES,0,Electric,Window,3,4,2000,499136
4896,3,1,1936,Suburban,1.922000244,9.943451059,3.182106032,2,1,NO,YES,YES,0,Electric,Central,3,8,2018,499747
3601,4,1,1935,Suburban,1.502499105,8.246591876,2.423210037,1,0,NO,YES,YES,1,Electric,Window,3,6,2016,500256
3811,3,1,1990,Suburban,1.815913969,6.215176403,2.967647246,1,2,YES,NO,NO,0,Gas,Window,3,5,2013,500689
4538,4,2,1974,Suburban,1.794559995,2.055114188,1.41112008,1,0,NO,YES,YES,1,Electric,Central,3,1,2000,500826
4440,2,1,1923,Suburban,1.195652487,7.458995844,2.717023723,1,0,NO,YES,NO,0,Electric,Central,3,6,2019,500841
4398,4,1,1975,Urban,3.412855867,3.975397281,2.601794076,1,0,YES,NO,YES,0,Oil,Wall,3,7,2005,501092
3449,4,1,1935,Suburban,1.324518436,0.323439996,5.723117988,2,2,NO,NO,YES,1,Gas,Window,3,5,2008,501138
4640,4,2,1924,Suburban,2.123264829,9.091076997,2.516826705,2,0,NO,YES,YES,1,Electric,Wall,3,4,1995,501189
3987,3,1,1934,Suburban,3.47177653,1.154169457,1.331984856,1,2,NO,NO,YES,0,Oil,Central,3,8,2009,501403
3756,2,2,1967,Suburban,2.940711863,5.197802004,2.9764446,1,1,YES,NO,YES,1,Electric,Wall,3,7,2004,501791
4040,4,1,1987,Urban,1.326757775,3.306565971,5.041190503,1,2,YES,NO,YES,1,Electric,Wall,3,1,2004,501854
2969,3,1,1963,Suburban,4.263040857,2.020540167,3.162212917,2,2,YES,YES,YES,0,Oil,Wall,3,4,2000,501973
1451,4,1,1939,Urban,0.252178693,1.808830218,2.54984508,1,2,YES,NO,YES,1,Gas,Central,3,7,2009,501977
4157,3,2,1934,Suburban,0.670025463,0.783001086,1.515468458,2,1,YES,NO,YES,1,Oil,Window,3,2,2017,502456
2863,4,1,1909,Suburban,3.670214268,6.750273921,3.378883788,2,0,NO,NO,YES,1,Electric,Central,3,5,1995,502503
4296,4,1,1939,Suburban,3.565418809,2.006558161,2.797477003,1,2,YES,NO,NO,0,Oil,Central,3,6,2014,502524
3723,4,1,1951,Urban,2.872854165,8.297628529,3.374779752,1,2,YES,YES,YES,0,Oil,Central,3,2,1998,502643
2852,2,2,1956,Suburban,1.108847823,4.484849571,1.407517028,1,0,NO,NO,NO,0,Gas,Central,3,8,2003,502928
3158,4,1,1900,Urban,0.145620425,4.811827954,4.99434495,2,0,YES,YES,YES,0,Electric,Central,3,7,2005,503026
4359,3,1,1939,Suburban,3.855121275,0.251121912,1.834799713,2,1,YES,NO,NO,0,Electric,Wall,3,1,2021,503166
4062,4,2,1991,Suburban,1.502771324,7.872211429,1.364321031,2,0,NO,YES,YES,0,Electric,Central,3,8,2004,503279
3709,3,1,1959,Urban,0.315017333,1.773671716,3.723192976,2,0,YES,NO,YES,0,Electric,Central,3,8,2000,503793
2520,4,1,1912,Suburban,3.256643778,7.057109163,1.518011459,2,2,NO,NO,YES,1,Electric,Wall,3,7,1997,503850
4140,2,2,1965,Suburban,4.418357974,4.045736319,3.864571972,1,0,YES,NO,YES,1,Electric,Window,3,1,1997,504233
2028,3,1,1951,Urban,0.719674802,6.649090809,3.551593014,1,1,YES,NO,NO,0,Electric,Central,3,4,2003,504296
4134,2,1,1940,Suburban,0.501498351,4.998801721,3.311488377,1,0,NO,NO,NO,1,Electric,Central,3,9,2018,505116
2527,3,1,1996,Suburban,3.17966911,4.965990836,5.000107692,2,2,YES,NO,YES,0,Electric,Window,3,6,2003,505273
3397,4,1,1915,Suburban,2.113571234,6.415511847,2.543065161,2,1,YES,NO,YES,1,Electric,Central,3,3,2004,505501
3670,4,2,1954,Urban,2.111561643,0.877419141,3.371401086,1,1,NO,NO,YES,0,Electric,Central,3,7,2016,505840
4377,3,2,1991,Urban,4.196981216,7.223628291,3.136591517,2,1,YES,YES,NO,0,Electric,Central,3,3,1998,505917
2252,4,1,1959,Urban,0.956454904,3.076490842,1.343395082,1,0,NO,YES,NO,1,Electric,Central,3,2,2004,505918
4322,3,1,1921,Suburban,3.246340152,0.215284505,3.175708943,2,2,NO,NO,YES,1,Electric,Wall,3,3,2015,505942
3839,2,1,1930,Suburban,4.309004681,2.215993211,2.300539126,1,0,YES,YES,YES,0,Gas,Central,3,1,2009,506144
3151,3,2,1903,Urban,2.012844586,5.871684949,3.224950844,1,2,YES,YES,YES,0,Oil,Window,3,2,2016,506906
4374,3,1,1939,Suburban,1.105417,9.535933664,2.870418889,2,1,YES,YES,YES,0,Oil,Wall,3,2,2007,507099
4304,3,2,1903,Suburban,0.523641785,1.818364227,4.778269239,2,1,NO,YES,YES,0,Electric,Wall,3,3,2000,507357
3491,2,1,1975,Suburban,0.144581088,7.894753599,4.769790733,2,2,NO,NO,YES,0,Oil,Central,3,4,2016,507423
1713,4,1,1994,Suburban,1.946372076,3.47170178,0.141414541,2,2,NO,NO,YES,0,Oil,Window,3,9,1999,508110
3938,4,2,1998,Rural,0.907181391,4.172968224,2.671559263,2,0,NO,YES,YES,0,Oil,Central,3,3,2019,508206
4332,3,2,1937,Rural,2.612474509,2.1491644,2.218186137,1,1,YES,YES,YES,1,Oil,Window,3,2,2015,508633
3074,4,2,1904,Rural,0.20245661,5.382538328,3.594410354,2,0,NO,YES,YES,1,Gas,Central,3,3,2017,508712
3255,3,2,1997,Urban,0.458116946,7.554563311,3.455066154,2,1,YES,NO,YES,1,Oil,Central,3,1,2014,508796
3224,3,2,1908,Rural,2.778413204,4.35306716,1.455726679,2,0,YES,YES,YES,1,Electric,Wall,3,6,2019,509208
3797,3,1,1904,Rural,0.742291322,7.413902486,3.598155247,1,2,YES,YES,YES,1,Gas,Wall,3,9,1999,509274
2638,4,1,1978,Rural,1.084465564,6.40677078,2.936373596,2,1,NO,NO,YES,1,Electric,Window,3,9,2000,509910
1975,4,2,1996,Urban,1.340674644,0.493140955,3.760108031,1,1,NO,NO,NO,1,Oil,Wall,3,6,2017,510132
1933,4,1,1996,Urban,3.037209656,6.910832117,4.453668174,1,1,NO,NO,NO,1,Electric,Window,3,8,2000,510681
2631,4,2,1959,Rural,2.934963268,2.109636236,5.63061501,1,2,YES,NO,YES,0,Electric,Window,3,1,1994,510893
4205,3,2,1994,Urban,0.45561651,5.003644705,3.847580318,1,1,NO,NO,NO,1,Oil,Window,3,6,2003,511036
4493,2,1,1948,Suburban,4.508101198,2.279087317,3.972710393,1,2,NO,NO,YES,0,Oil,Central,3,4,2019,511114
3322,3,2,1944,Urban,0.316313254,9.181754125,2.389586854,1,0,YES,YES,NO,1,Gas,Central,3,4,2004,511577
3904,3,1,1955,Rural,3.276459075,7.230652447,0.908135905,2,1,YES,YES,YES,1,Electric,Wall,3,1,1995,511743
4900,4,1,1920,Urban,4.943015777,5.761104835,3.506455247,1,2,YES,NO,NO,0,Oil,Window,3,7,1999,512319
2625,4,2,1905,Rural,4.035739404,0.219492359,2.592272983,1,2,NO,NO,YES,0,Electric,Wall,3,4,2013,512416
2243,3,1,1924,Suburban,4.664302896,4.755932605,1.160434952,2,2,NO,YES,NO,1,Oil,Central,3,4,1995,512764
3198,3,2,1961,Suburban,0.243567271,5.000329668,2.525968464,2,2,NO,YES,NO,1,Gas,Wall,3,7,2006,513492
3326,3,2,1970,Suburban,0.888823715,3.920008524,4.79147934,1,1,YES,YES,YES,0,Electric,Window,3,9,2000,514283
3062,3,2,1906,Rural,4.107730466,4.703849715,2.598886729,2,2,YES,YES,YES,1,Oil,Wall,3,7,2011,514749
1580,4,1,1967,Urban,1.334791286,3.542923966,3.779187577,1,2,NO,NO,NO,1,Oil,Window,3,2,1999,514857
1312,4,1,1985,Urban,4.826983346,0.780634426,2.689757942,1,1,YES,YES,NO,1,Electric,Window,3,8,2004,515225
1475,4,1,1994,Suburban,0.508557363,4.818022641,3.558039672,1,2,NO,NO,YES,1,Oil,Central,3,5,2003,515274
2224,4,1,1928,Suburban,1.619166718,3.202357124,2.83446461,2,2,NO,NO,NO,1,Oil,Central,3,2,1996,515333
4278,4,1,1942,Suburban,4.403437092,8.209162529,2.666298755,1,0,NO,NO,NO,0,Gas,Window,3,9,2016,515407
3209,4,2,1986,Urban,3.249730046,0.570425796,1.807958456,1,2,NO,YES,NO,0,Electric,Window,3,4,2019,515527
4363,2,2,1987,Suburban,3.42543446,6.275158505,2.493666437,2,1,NO,YES,YES,0,Oil,Window,3,1,2014,515678
2994,4,1,1977,Suburban,2.099398262,5.446289003,2.949934642,1,0,NO,NO,YES,0,Electric,Window,3,4,2008,515782
4023,4,1,1927,Rural,4.281397838,4.505684969,3.081376032,1,0,YES,NO,YES,1,Electric,Wall,3,9,2000,515871
3444,3,2,1937,Urban,1.340685701,7.128337427,2.526982333,2,1,YES,NO,NO,0,Gas,Window,3,3,2015,516014
3806,2,2,1984,Urban,0.460460436,5.123201529,2.449274718,1,1,NO,YES,YES,1,Gas,Central,3,4,2005,516163
3300,4,2,1905,Urban,2.477924107,9.093531724,3.163286053,2,1,NO,NO,NO,0,Oil,Central,3,5,2000,516205
2943,3,1,1929,Rural,2.767860528,2.096386592,3.087106219,2,0,NO,NO,YES,0,Gas,Wall,3,9,2016,516309
3137,3,1,1987,Urban,4.749689469,7.281357056,4.058474772,1,0,NO,YES,NO,0,Electric,Wall,3,4,2000,517105
4545,2,2,1953,Suburban,2.872161802,5.414995358,2.287798041,1,1,NO,YES,NO,0,Gas,Window,3,1,2004,517323
2759,4,1,1965,Urban,2.87272906,0.807879941,2.376048584,2,0,YES,NO,NO,1,Electric,Window,3,1,2009,517532
3482,4,2,1909,Urban,0.996322337,1.404922698,1.885226139,1,2,YES,YES,NO,0,Gas,Central,3,6,1993,517532
4545,2,2,1947,Urban,2.854343325,3.992387302,4.083050656,1,1,NO,YES,NO,0,Oil,Window,3,1,2008,517635
3945,2,2,1934,Suburban,0.721328816,3.530045942,4.153894135,1,2,YES,YES,NO,0,Electric,Central,3,3,1994,518006
2958,4,1,1984,Rural,0.452342915,5.106848754,2.605217591,2,1,NO,YES,YES,0,Electric,Central,3,8,2013,518209
3291,4,2,1988,Suburban,0.284717213,8.264759324,2.501401964,2,0,YES,YES,YES,0,Oil,Central,3,8,1993,518354
3434,4,2,1985,Urban,4.793056625,8.623987331,1.784727424,2,2,YES,NO,NO,0,Electric,Window,3,2,2019,518518
3681,3,1,1982,Suburban,3.99816752,3.528033903,4.089099003,2,1,NO,YES,NO,1,Oil,Window,3,5,2018,518659
2625,3,1,1959,Rural,2.757269881,1.113705182,4.176448825,2,0,YES,YES,NO,0,Gas,Central,3,5,2004,518665
3081,3,2,1939,Urban,1.244544128,4.205884445,1.71692801,1,0,YES,YES,YES,1,Electric,Central,3,1,1993,518755
2759,3,1,1968,Rural,3.135954705,2.59296555,3.788049084,2,1,YES,NO,NO,1,Electric,Central,3,9,1997,519045
2853,4,2,1900,Suburban,0.484698355,2.939982062,2.721570515,2,1,NO,YES,NO,0,Oil,Window,3,1,1998,519504
4636,3,1,1930,Rural,3.857164946,4.41687815,3.437424486,1,1,YES,YES,YES,1,Gas,Central,3,5,2013,519519
3538,3,1,1987,Rural,1.840919252,8.020538639,3.259028821,1,0,NO,YES,NO,0,Oil,Central,3,8,2003,519728
3878,4,2,1986,Rural,3.526633314,3.748768443,2.690971724,2,2,YES,YES,NO,1,Electric,Central,3,2,2015,519842
4119,4,2,1949,Rural,0.841194994,8.686810927,4.160401829,2,0,YES,NO,NO,0,Electric,Central,3,9,2016,520998
3143,4,2,1918,Rural,3.020713262,8.670699647,4.086633542,2,1,YES,YES,YES,1,Electric,Central,3,5,2000,521076
2617,3,1,1999,Suburban,2.289183578,0.152709487,4.052201908,1,0,NO,YES,YES,0,Electric,Wall,3,8,2000,521563
2294,4,1,1999,Rural,4.548030094,2.821467017,3.519069539,1,2,YES,NO,NO,0,Electric,Wall,3,2,2000,521749
1165,4,2,1976,Rural,2.56808963,3.762988971,2.873198031,2,2,YES,YES,YES,1,Gas,Window,3,3,1999,521763
3219,4,1,1924,Suburban,2.714722963,4.663598963,3.309282603,1,2,YES,NO,YES,1,Gas,Central,3,3,2000,522165
4421,4,1,1942,Urban,4.048866729,8.126134662,1.476141363,1,2,NO,YES,NO,1,Electric,Wall,3,5,2009,522241
1232,4,1,1964,Rural,0.639086834,8.913995315,2.074215341,1,2,NO,NO,YES,1,Oil,Central,3,6,2015,522271
4070,3,2,1937,Suburban,4.581620627,6.895029405,2.50970159,1,1,YES,YES,YES,1,Gas,Wall,3,5,1994,522480
1477,4,1,1986,Urban,1.47004702,0.108967769,3.428800718,1,1,NO,YES,NO,1,Oil,Window,3,7,1993,522586
4073,4,1,1968,Urban,4.25619533,8.033578201,2.302955299,1,2,YES,YES,YES,1,Electric,Wall,3,8,2013,522706
1249,4,1,1949,Suburban,0.845918248,4.313003189,2.726978783,2,1,NO,YES,YES,1,Gas,Central,3,4,2000,523074
2863,4,2,1980,Urban,4.031141116,2.904635627,2.427848067,2,2,YES,NO,YES,1,Oil,Wall,3,9,1993,523254
4304,2,2,1993,Suburban,3.261664458,5.589442232,2.849747976,1,2,NO,YES,NO,1,Oil,Central,3,2,2018,523373
4763,2,1,1927,Urban,0.955042583,5.945218421,NaN,1,1,YES,NO,NO,1,Gas,Window,3,2,1998,523385
2470,4,2,1986,Urban,0.675759017,5.343480818,2.369000644,1,2,YES,NO,NO,1,Electric,Wall,3,2,1996,523449
4104,3,1,1913,Rural,1.570328706,9.342792241,3.914259545,1,1,YES,NO,NO,1,Electric,Window,3,4,2001,523629
4272,4,1,1954,Urban,1.771134577,5.421478692,4.486396043,2,2,NO,NO,YES,0,Gas,Central,3,8,1996,523797
3613,3,1,1982,Urban,2.502531198,2.421391667,3.295193062,2,2,NO,NO,NO,0,Electric,Central,3,6,2000,523812
3203,4,2,1996,Rural,2.943119808,1.792354446,1.560406392,2,1,YES,YES,YES,1,Electric,Window,3,8,1990,524893
4587,3,2,1939,Urban,1.385144177,0.214107539,2.571136599,1,0,NO,YES,YES,1,Electric,Central,3,5,2015,525489
1046,4,2,1958,Urban,2.429259432,7.517249934,2.486815619,1,2,NO,NO,NO,0,Electric,Central,3,6,2003,525574
3842,3,1,1974,Suburban,4.680627998,6.410709249,2.146279181,1,2,YES,NO,YES,1,Electric,Window,3,8,2019,525762
2136,3,2,1948,Suburban,1.955646442,1.059481538,1.653859277,2,2,YES,YES,YES,1,Electric,Window,3,4,2000,526063
2631,3,2,1972,Urban,4.484263097,2.72384569,3.30524866,2,1,YES,NO,NO,0,Electric,Wall,3,7,2006,526105
2215,3,1,1934,Urban,2.755874963,2.361415938,2.475651384,2,2,NO,YES,NO,0,Electric,Central,3,2,1996,526284
2076,3,1,1987,Rural,0.875586948,3.517280399,0.564734428,2,1,YES,YES,NO,0,Electric,Central,3,1,1997,526585
4923,3,2,1902,Urban,3.400688177,1.669507969,2.981643776,1,0,YES,YES,YES,1,Electric,Central,3,7,2005,526599
3799,4,2,1901,Rural,3.840145069,8.652964494,2.114071295,1,1,YES,YES,YES,1,Electric,Central,3,3,2008,526647
3156,4,1,1957,Rural,4.74239719,3.901094053,4.767059574,2,2,NO,YES,NO,0,Electric,Wall,3,8,1993,526754
4002,4,1,1984,Urban,0.507962524,6.479789379,2.237144558,2,1,YES,NO,NO,1,Electric,Central,3,4,2003,526826
4391,3,1,1956,Urban,3.060452297,8.748974844,4.133063442,2,1,YES,NO,NO,1,Electric,Wall,3,8,2007,526890
3871,4,2,1961,Urban,2.703565771,2.719511408,4.541972348,2,2,YES,NO,YES,1,Oil,Central,3,2,2008,527169
3956,4,2,1995,Urban,1.220486682,9.314995956,1.842431942,2,1,NO,NO,YES,1,Gas,Window,3,4,2018,527375
3141,4,1,1960,Urban,0.278069667,1.150311294,2.730260275,2,2,YES,YES,NO,0,Gas,Window,3,8,2014,527490
4874,4,1,1920,Suburban,2.130706081,2.38632248,4.136342796,1,0,YES,YES,NO,0,Electric,Central,3,7,2000,527753
3774,4,1,1998,Urban,4.015502514,6.911502138,3.447930673,1,2,YES,NO,YES,1,Gas,Window,3,8,1996,527960
4266,4,1,1917,Urban,4.409367198,8.961160557,2.636174274,2,0,NO,YES,YES,0,Gas,Wall,3,3,2004,528182
4358,3,1,1978,Urban,0.376926885,8.299908292,2.475182804,1,0,YES,NO,YES,1,Oil,Central,3,8,1996,528415
2704,4,2,1944,Suburban,4.155290281,2.345687313,1.479537418,1,1,YES,YES,YES,0,Oil,Wall,3,6,2003,529943
3908,4,2,1917,Suburban,2.949785305,6.588293675,3.852174181,2,2,YES,NO,YES,1,Electric,Wall,3,3,2000,530210
4687,3,2,1938,Rural,3.481369236,5.535923903,3.928925061,2,0,YES,YES,YES,1,Oil,Window,3,8,2009,531091
4954,3,2,1971,Urban,2.541127566,5.938317457,1.492791434,1,2,NO,NO,NO,1,Gas,Central,3,1,2000,531167
3021,4,1,1918,Urban,0.887495411,9.492178691,1.967994344,1,2,YES,NO,YES,1,Gas,Window,3,6,2000,531467
4854,4,2,1908,Rural,2.817640407,9.104598742,2.531152396,1,0,NO,NO,NO,1,Gas,Window,3,9,2000,531498
3837,3,2,1990,Urban,4.61170661,5.253153283,3.659340995,1,1,YES,NO,YES,1,Electric,Central,3,7,2000,531946
4820,4,1,1920,Urban,1.365311385,1.144585099,3.318265538,1,2,YES,NO,NO,1,Gas,Wall,3,1,2005,532135
2917,4,1,1956,Rural,0.433250137,1.905118317,2.587077855,2,1,YES,YES,YES,0,Gas,Central,3,7,2004,532297
4156,4,1,1958,Suburban,1.120335862,5.837410055,0.909881493,2,0,NO,YES,YES,0,Gas,Wall,3,2,2007,532409
2439,4,2,1964,Urban,0.577145973,3.71442981,4.161207672,2,2,YES,YES,NO,0,Electric,Central,3,4,2000,532553
4953,4,2,1967,Suburban,4.529771434,0.534655675,4.997826125,1,0,YES,NO,YES,1,Oil,Central,3,8,2006,532877
1338,4,2,1954,Rural,2.113706979,4.395958971,3.396968291,2,0,NO,YES,YES,1,Gas,Wall,3,4,2000,533638
4596,3,2,1989,Suburban,1.299106425,5.933746654,2.957849468,1,0,YES,NO,YES,1,Oil,Wall,3,2,2007,533817
3524,4,1,1951,Urban,4.420013211,0.734030886,3.810861716,2,0,NO,YES,YES,1,Oil,Central,3,1,2014,534001
2516,4,2,1904,Urban,1.583561277,2.4488182,4.146366075,2,0,NO,NO,NO,1,Gas,Central,3,4,2009,534141
4934,4,1,1918,Urban,3.3684806,1.737167213,2.725422,1,1,NO,YES,NO,1,Oil,Central,3,5,2001,534221
4312,4,1,1989,Rural,1.924304783,4.86132192,3.270597716,1,1,NO,YES,YES,1,Electric,Central,3,5,2007,534770
1417,4,1,1905,Urban,4.591551203,0.603454291,2.828241953,2,2,NO,NO,NO,1,Gas,Central,3,6,2017,535015
3557,3,1,1958,Urban,2.402041175,4.588368995,4.035732467,1,2,NO,YES,YES,1,Oil,Window,3,3,2005,535286
3142,4,1,1984,Suburban,2.517373781,3.881384389,2.601518355,1,2,NO,YES,NO,1,Oil,Central,3,6,2017,535513
4602,4,2,1997,Rural,4.556273954,0.288529752,3.770833961,1,1,YES,NO,YES,1,Gas,Window,3,7,2003,536102
2810,4,2,1949,Suburban,0.858722834,4.904279099,3.721435907,2,0,NO,NO,YES,1,Gas,Window,3,2,2004,536501
4608,3,2,1937,Rural,0.927284673,8.945244636,2.961584191,2,2,NO,YES,YES,1,Oil,Central,3,6,2009,536646
2686,4,1,1955,Urban,4.13709227,2.891175155,3.781078981,2,2,YES,NO,NO,1,Gas,Central,3,9,2013,536932
4122,3,2,1969,Urban,1.485070067,2.521701113,3.668353968,1,1,NO,NO,YES,1,Electric,Wall,3,5,2016,537066
3156,4,2,1997,Urban,2.461310819,8.593102934,3.227133829,2,0,NO,YES,NO,1,Gas,Window,3,5,2000,537086
3006,3,1,1924,Urban,2.696390565,0.337356929,2.274572257,2,0,NO,NO,NO,1,Electric,Wall,3,5,1999,537123
4840,4,1,1993,Suburban,3.937484142,9.514319383,3.63229921,1,2,YES,NO,YES,1,Electric,Window,3,5,2016,537747
4304,4,1,1938,Urban,2.815086474,7.98978029,2.020680795,2,1,YES,YES,NO,1,Electric,Wall,3,5,2000,537752
2990,4,2,1959,Suburban,1.04087963,5.151107873,2.731547439,2,0,YES,YES,YES,1,Oil,Window,3,1,2009,538249
3872,4,1,1908,Urban,3.549289668,9.549032179,1.328812667,2,2,NO,YES,NO,1,Oil,Window,3,2,2019,538764
4769,3,2,1981,Suburban,4.905729755,4.627434438,1.179447118,1,1,YES,YES,NO,1,Gas,Central,3,7,2004,538858
4797,3,1,1983,Rural,1.819780557,7.767326451,2.594698939,1,2,NO,NO,NO,1,Gas,Wall,3,6,2018,539162
4440,4,1,1975,Urban,4.794098831,3.567342482,2.013048488,2,1,YES,YES,YES,1,Oil,Central,3,6,2004,539507
3361,4,1,1975,Rural,1.015845753,4.321419959,3.814466733,1,1,YES,NO,YES,1,Oil,Wall,3,7,2004,539520
2365,3,2,1978,Suburban,4.973364858,5.096920806,2.556681698,1,2,NO,YES,YES,1,Gas,Window,3,8,2021,539714
4446,4,2,1958,Suburban,2.258955259,8.59789646,4.467783305,2,0,NO,YES,NO,1,Gas,Window,3,6,2014,539837
3469,3,1,1915,Suburban,0.961004705,2.06840245,3.52233863,2,1,YES,NO,NO,1,Oil,Window,3,9,2000,539867
4478,2,1,1961,Urban,0.35884688,8.178731673,1.282042686,1,2,NO,YES,NO,1,Gas,Window,3,5,2003,539955
3690,3,2,1989,Urban,4.392071809,3.801993265,2.281312956,1,2,YES,YES,NO,1,Oil,Wall,3,8,2016,540202
1868,3,2,1951,Urban,0.558248606,2.351475114,2.579099061,1,2,YES,NO,NO,1,Oil,Window,3,9,2014,540266
3913,4,1,1916,Suburban,1.418686788,1.57300401,1.857885263,1,2,NO,YES,YES,1,Gas,Window,3,2,2009,540355
4029,4,1,1939,Urban,3.834718805,8.748200205,3.654373959,2,0,YES,YES,NO,1,Gas,Window,3,8,2018,541079
3054,4,2,1908,Urban,4.775245044,5.038625135,3.09939409,1,0,YES,YES,NO,0,Gas,Central,3,5,2003,541301
3581,3,1,1999,Urban,3.378362225,4.864612123,4.163229755,2,2,NO,NO,YES,1,Electric,Window,3,1,2020,541438
3679,4,1,1997,Suburban,0.529816444,1.554276032,1.325772851,1,1,NO,YES,NO,1,Oil,Wall,3,3,2013,541686
4180,3,1,1947,Suburban,2.497159619,7.707159297,1.679531869,2,2,NO,YES,NO,1,Oil,Central,3,5,2005,542099
